번호,유형,질문,보기1,보기2,보기3,보기4,정답,힌트,해설1,해설2,해설3,해설4
110,프롬프트,복잡한 요구사항을 전달할 때 번호를 매기거나 불렛 포인트를 사용하는 이유는?,구조화(Structuring)를 통한 가독성 및 이해도 향상,토큰 수를 줄이기 위해,답변 속도를 빠르게 하기 위해,인터넷 연결을 안정화하기 위해,0,보기 좋게 번호를 매겨요,지시사항을 독립적인 항목으로 인식하게 하여 빠뜨림 없이 수행하게 합니다.,오히려 기호 때문에 토큰이 늘어날 수 있습니다.,품질 향상을 위한 것이지 속도와는 직접적 관련이 적습니다.,네트워크와는 무관합니다.
111,프롬프트,이미지 생성 시 질감(Texture)을 묘사하는 키워드로 적절한 것은?,Metallic Rough Soft,Red Blue Green,Fast Slow Quick,Loud Quiet Silent,0,만졌을 때의 느낌을 상상해봐요,금속성 거친 부드러운 등 표면 느낌을 구체화하는 단어들입니다.,색상을 나타내는 단어들입니다.,속도를 나타내는 단어들입니다.,소리의 크기를 나타내는 단어들입니다.
112,프롬프트,프롬프트 엔지니어링에서 'Few-shot'의 'Shot'이 의미하는 바는?,사진 촬영,질문의 횟수,제공된 예시의 수,답변의 길이,2,학습용 본보기 하나가 1샷이에요,카메라 촬영과는 상관없습니다.,대화 횟수와는 다른 개념입니다.,AI가 형식을 배울 수 있도록 프롬프트에 넣은 예제 문항의 개수입니다.,답변 분량과는 무관합니다.
113,프롬프트,AI가 모르는 내용을 아는 것처럼 거짓 답변을 하는 '할루시네이션'을 줄이는 방법은?,"모르는 것은 모른다고 답해줘"라고 명시,더 어렵게 질문함,예시를 주지 않음,질문을 반복함,0,모르면 모른다고 솔직하게 시켜요,AI가 억지로 추측하지 않도록 안전장치를 프롬프트에 두는 것입니다.,질문이 어려울수록 거짓말할 확률이 높아질 수 있습니다.,예시가 없으면 더 방황할 수 있습니다.,단순 반복은 근본적인 해결책이 아닙니다.
114,프롬프트,이미지의 특정 부분만 선택하여 AI가 다시 그리도록 하는 기능은?,Inpainting,Outpainting,Upscaling,Layering,0,그림 안(In)을 다시 그려요,선택한 영역의 사물을 지우거나 새로 추가하여 부분 수정하는 기능입니다.,배경을 밖으로 확장하는 기능입니다.,해상도를 높이는 기능입니다.,층을 나누어 작업하는 일반 디자인 기능입니다.
115,프롬프트,이미지의 캔버스 영역 밖을 확장하여 배경을 더 그려 넣는 기능은?,Outpainting,Inpainting,Zoom-in,Cropping,0,그림 밖(Out)으로 확장해요,인물 위주의 사진을 광활한 풍경 사진으로 넓혀주는 기능입니다.,내부 영역 수정 기능입니다.,화면을 당겨 보는 기능입니다.,화면을 잘라내는 기능입니다.
116,프롬프트,프롬프트 작성 시 문장형보다 키워드 중심의 나열 방식이 유리한 경우는?,이미지 생성 프롬프트,철학적 에세이 작성,편지 쓰기,법률 상담,0,단어를 콤마(,)로 구분해서 써요,스테이블 디퓨전 등 이미지 AI는 명확한 키워드 조합에 더 민감하게 반응합니다.,문맥과 논리가 필요한 텍스트 작업은 문장형이 좋습니다.,어조가 중요한 대화는 문장형이 유리합니다.,전문성이 필요한 상담은 상세한 문장이 필수적입니다.
117,프롬프트,AI의 답변이 도중에 끊겼을 때 자연스럽게 이어서 쓰도록 유도하는 방법은?,"계속해서 작성해줘"라고 입력,처음부터 다시 질문,컴퓨터 재부팅,창을 닫았다가 다시 염,0,하던 말을 계속해달라고 하세요,끊긴 맥락을 유지하면서 남은 내용을 출력하도록 간단히 명령하면 됩니다.,처음부터 다시 하면 또 끊길 위험이 있습니다.,시스템 환경과는 무관한 출력 제한 문제입니다.,브라우저 조작으로 해결되지 않습니다.
118,프롬프트,반복적으로 사용하는 프롬프트의 구조를 미리 만들어 두고 내용만 바꾸는 방식은?,프롬프트 템플릿(Template),프롬프트 인젝션,프롬프트 튜닝,프롬프트 로그,0,미리 만들어둔 틀(Template)이에요,변수만 갈아 끼워 고품질의 결과물을 일정하게 얻는 효율적인 방식입니다.,보안을 공격하는 기법입니다.,모델 성능을 직접 개선하는 고난도 작업입니다.,사용 기록을 확인하는 것입니다.
119,프롬프트,AI에게 구체적인 페르소나를 부여하는 프롬프트의 예시는?,"너는 이제부터 숙련된 웹 개발 도우미야.","프로그램 하나 만들어줘.","오류 고쳐줘.","코드를 작성해.",0,AI의 정체성을 정해주는 명령이에요,특정 전문가 역할을 지정하여 답변의 전문성을 극대화하는 프롬프트입니다.,역할 부여 없이 행동만 요구하는 일반적인 명령입니다.,역할 부여 없이 행동만 요구하는 일반적인 명령입니다.,역할 부여 없이 행동만 요구하는 일반적인 명령입니다.
120,프롬프트,프롬프트 엔지니어링에서 '부정 프롬프트(Negative Prompt)'의 역할은?,더 강조하고 싶은 내용 추가,결과물에서 제외하고 싶은 요소 지정,결과물의 해상도 증가,AI의 답변 속도 향상,1,"이건 그리지 마"라고 알려줘요,나오지 말아야 할 요소(오타 흉측한 손 등)를 명시하여 품질을 높입니다.,강조는 긍정 프롬프트의 몫입니다.,전용 키워드나 업스케일링의 기능입니다.,성능 속도와는 무관한 내용 필터링 기능입니다.
